peak_id|peak_name|alt_names|height|location|approximate_coordinates|longitude|latitude|dms_longitude|dms_latitude|coordinate_notes|himal
HERZ|Herzog Peak|Roc Noir,Khangsar Kang,Khangsar Khang West|7555|Annapurna Himal (WSW of Roc Noir)|N|83.8629012|28.6108141|83° 51′ 46.44432″ E|28° 36′ 38.93076″ N|"OSM: (28° 36′ 38.93076″ N, 83° 51′ 46.44432″ E)
MoTCA: (28° 36′ 33.00000″ N, 83° 51′ 37.00000″ E)"|ANNAPURNA
GANW|Gangapurna West|Lachenal Peak,Lachenel,Asapurna,Gangapurna|7140|Annapurna Himal (W of Gangapurna)|N|83.9635144|28.605655|83° 57′ 48.65184″ E|28° 36′ 20.35800″ N|"OSM: (28° 36′ 20.35800″ N, 83° 57′ 48.65184″ E)
MoTCA: (28° 36′ 04.00000″ N, 83° 56′ 38.00000″ E)"|ANNAPURNA
CHMR|Chamar|Shringi Himal|7161|Shringi Himal (SSE of Chamar)|N|84.9437234|28.5550852|84° 56′ 37.40424″ E|28° 33′ 18.30672″ N|"OSM: (28° 33′ 18.30672″ N, 84° 56′ 37.40424″ E)
MoTCA: (28° 32′ 48.00000″ N, 84° 57′ 02.00000″ E)"|SERANG
NGAP|Nepal Gap Peak|Nepal Gyap Peak|7007|Kangchenjunga Himal (ENE of Gimmegela on Indian border)|Y|88.1808333|27.7463889|88° 10′ 51.00000″ E|27° 44′ 47.00000″ N|MoTCA: (27° 44′ 47.00000″ N, 88° 10′ 51.00000″ E)|NORTHERN
GAUS|Gaurishankar South|Gauri|7010|Rolwaling Himal (S of Gaurishankar)|Y|86.3502778|27.9372222|86° 21′ 01.00000″ E|27° 56′ 14.00000″ N|MoTCA: (27° 56′ 14.00000″ N, 86° 21′ 01.00000″ E)|ROLWALING
BURK|Burke Kang|Burke Khang|6942|Khumbu Himal (ENE of Hungchhi on Tibetan border)|Y|86.7738889|28.0369444|86° 46′ 26.00000″ E|28° 02′ 13.00000″ N|MoTCA: (28° 02′ 13.00000″ N, 86° 46′ 26.00000″ E)|KHUMBU
HMLE|Himlung East|Himlung|6932|Peri Himal (E of Himlung Himal on Tibetan border)|N|84.4217998|28.7723305|84° 25′ 18.47928″ E|28° 46′ 20.38980″ N|"OSM: (28° 46′ 20.38980″ N, 84° 25′ 18.47928″ E)
MoTCA: (28° 46′ 09.00000″ N, 84° 26′ 20.00000″ E)"|PERI
YNGS|Yangra Kangri South|Yangra Kangri,Ganesh I,Yangra,Ganesh I South,Yangra South|6863|Ganesh Himal (NW of Ganesh III on Tibetan border)|N|85.1294745|28.3912625|85° 07′ 46.10820″ E|28° 23′ 28.54500″ N|"OSM: (28° 23′ 28.54500″ N, 85° 07′ 46.10820″ E)
MoTCA: (28° 20′ 47.00000″ N, 85° 06′ 36.00000″ E)"|GANESH
NUPL|Nup La Kang|Nupla Khang|6861|Khumbu Himal (N of Nup La on Tibetan border)|Y|86.7669444|28.0741667|86° 46′ 01.00000″ E|28° 04′ 27.00000″ N|MoTCA: (28° 04′ 27.00000″ N, 86° 46′ 01.00000″ E)|KHUMBU
CHUM|Chumbu||6859|Khumbu Himal (WSW of Khangri Shar near Tibetan border)|N|86.7878294|28.0136395|86° 47′ 16.18584″ E|28° 00′ 49.10220″ N|"OSM: (28° 00′ 49.10220″ N, 86° 47′ 16.18584″ E)
MoTCA: (28° 01′ 08.00000″ N, 86° 47′ 33.00000″ E)"|KHUMBU
PHUG|Phu Kang Go|Phu Khang Go,Athahra Saya Khola Himal|6767|Peri Himal (SE of Cheo on Tibetan border)|Y|84.4938889|28.7347222|84° 29′ 38.00000″ E|28° 44′ 05.00000″ N|MoTCA: (28° 44′ 05.00000″ N, 84° 29′ 38.00000″ E)|PERI
GURA|Guras||6744|Guras Himal (NE of Nampa on Tibetan border)|Y|81.1088889|30.0430556|81° 06′ 32.00000″ E|30° 02′ 35.00000″ N|MoTCA: (30° 02′ 35.00000″ N, 81° 06′ 32.00000″ E)|YOKAPAHAR
THRK|Tharke Kang|Tharke Khang|6710|Khumbu Himal (S of Nup La on Tibetan border)|Y|86.7516667|28.0438889|86° 45′ 06.00000″ E|28° 02′ 38.00000″ N|MoTCA: (28° 02′ 38.00000″ N, 86° 45′ 06.00000″ E)|KHUMBU
HUGO|Hulang Go||6687|Peri Himal (WNW of Ratna Chuli on Tibetan border)|Y|84.3455556|28.8727778|84° 20′ 44.00000″ E|28° 52′ 22.00000″ N|MoTCA: (28° 52′ 22.00000″ N, 84° 20′ 44.00000″ E)|PERI
SHNW|Shershon Northwest|Sherson Northwest|6682|Makalu Himal (NW of Shershon on Tibetan border)|Y|87.1108333|27.8552778|87° 06′ 39.00000″ E|27° 51′ 19.00000″ N|MoTCA: (27° 51′ 19.00000″ N, 87° 06′ 39.00000″ E)|MAKALU
AGLE|Agole East|Angole East|6675|Rolwaling Himal (E of Tengi Ragi Tau)|Y|86.5688889|27.8547222|86° 34′ 08.00000″ E|27° 51′ 17.00000″ N|MoTCA: (27° 51′ 17.00000″ N, 86° 34′ 08.00000″ E)|ROLWALING
ROLK|Rolwaling Kang|Rolwaling Khang|6664|Rolwaling Himal (NNE of Tarkago)|Y|86.5230556|27.8975|86° 31′ 23.00000″ E|27° 53′ 51.00000″ N|MoTCA: (27° 53′ 51.00000″ N, 86° 31′ 23.00000″ E)|ROLWALING
YARW|Yarwa||6644|Guras Himal (NW of Nampa on Tibetan border)|Y|81.0925|30.0541667|81° 05′ 33.00000″ E|30° 03′ 15.00000″ N|MoTCA: (30° 03′ 15.00000″ N, 81° 05′ 33.00000″ E)|YOKAPAHAR
YANG|Yangri|Jugal|6535|Jugal Himal (N of Phurbi Chhyachu on Tibetan border)|N|85.8720059|28.1429688|85° 52′ 19.22124″ E|28° 08′ 34.68768″ N|"OSM: (28° 08′ 34.68768″ N, 85° 52′ 19.22124″ E)
MoTCA: (28° 08′ 34.00000″ N, 85° 52′ 26.00000″ E)"|JUGAL
LCHN|Lachama North||6628|Changla Himal (N of Lachama Chuli on Tibetan border)|Y|82.2|30.1433333|82° 12′ 00.00000″ E|30° 08′ 36.00000″ N|MoTCA: (30° 08′ 36.00000″ N, 82° 12′ 00.00000″ E)|CHANGLA
CHNG|Changdi||6623|Palchung Himal (SE of Kanti Himal peak on Tibetan border)|Y|82.7986111|29.7191667|82° 47′ 55.00000″ E|29° 43′ 09.00000″ N|MoTCA: (29° 43′ 09.00000″ N, 82° 47′ 55.00000″ E)|KANTI
GOLD|Goldum Peak|Goldum,Pangri Goldumba|6632|Jugal Himal (on Tibetan border)|N|85.7319362|28.3252371|85° 43′ 54.97032″ E|28° 19′ 30.85356″ N|"OSM: (28° 19′ 30.85356″ N, 85° 43′ 54.97032″ E)
MoTCA: (28° 19′ 41.00000″ N, 85° 43′ 45.00000″ E)"|JUGAL
THOC|Thoche Go||6602|Peri Himal (SE of Cheo Himal on Tibetan border)|Y|84.4597222|28.7577778|84° 27′ 35.00000″ E|28° 45′ 28.00000″ N|MoTCA: (28° 45′ 28.00000″ N, 84° 27′ 35.00000″ E)|PERI
KCHS|Kangchung Shar|Khangchung,Kangcho Shar,UIAA Peak|6063|Khumbu Himal (NE of Gokyo Lake)|Y|86.7397222|27.9836111|86° 44′ 23.00000″ E|27° 59′ 01.00000″ N|MoTCA: (27° 59′ 01.00000″ N, 86° 44′ 23.00000″ E)|KHUMBU
PHUN|Phu Kang North|Phu Khang North,Phu khang North|6580|Peri Himal (N of Cheo Himal on Tibetan border)|Y|84.4377778|28.8208333|84° 26′ 16.00000″ E|28° 49′ 15.00000″ N|MoTCA: (28° 49′ 15.00000″ N, 84° 26′ 16.00000″ E)|PERI
PTHE|Pethangtse East|Pethangtse|6572|Khumbu Himal (ESE of Pethangtse on Tibetan border)|N|87.0152042|27.957236|87° 00′ 54.73512″ E|27° 57′ 26.04960″ N|"OSM: (27° 57′ 26.04960″ N, 87° 00′ 54.73512″ E)
MoTCA: (27° 56′ 58.00000″ N, 87° 02′ 10.00000″ E)"|MAKALU
PHNG|Phungi|Phungi Himal|6524|Peri Himal (SE of Ratna Chuli on Tibetan border)|Y|84.4858333|28.5544444|84° 29′ 09.00000″ E|28° 33′ 16.00000″ N|MoTCA: (28° 33′ 16.00000″ N, 84° 29′ 09.00000″ E)|MANASLU
KNTE|Kanti Himal East||6516|Kanti Himal (ENE of Kanti Himal on Tibetan border)|Y|82.7022222|29.8530556|82° 42′ 08.00000″ E|29° 51′ 11.00000″ N|MoTCA: (29° 51′ 11.00000″ N, 82° 42′ 08.00000″ E)|KANTI
JARK|Jarkya|Jarkya Peak|6473|Manaslu Himal (N of Larkya La on Tibetan border)|Y|84.5269444|28.7419444|84° 31′ 37.00000″ E|28° 44′ 31.00000″ N|MoTCA: (28° 44′ 31.00000″ N, 84° 31′ 37.00000″ E)|PERI
MARW|Mariyang West|Mariyang|6455|Kanti Himal (WSW of Mariyang on Tibetan border)|Y|82.8888889|29.6933333|82° 53′ 20.00000″ E|29° 41′ 36.00000″ N|MoTCA: (29° 41′ 36.00000″ N, 82° 53′ 20.00000″ E)|PALCHUNGHAMGA
MAYT|Mayonthang Kang|Mayun Thang Khang,Mayung Thang Khang|6449|Kanti Himal (NW of Changdi Himal on Tibetan border)|Y|82.7466667|29.7697222|82° 44′ 48.00000″ E|29° 46′ 11.00000″ N|MoTCA: (29° 46′ 11.00000″ N, 82° 44′ 48.00000″ E)|KANTI
LNJU|Langju|Lajo Dada|6426|Shringi Himal (S of Tobsar)|Y|85.0552778|28.5458333|85° 03′ 19.00000″ E|28° 32′ 45.00000″ N|MoTCA: (28° 32′ 45.00000″ N, 85° 03′ 19.00000″ E)|SERANG
JYAC|Jyachhung|Jyacchhung|6338|Byas Risi Himal (NNW of Nampa on Tibetan border)|Y|81.0858333|30.1063889|81° 05′ 09.00000″ E|30° 06′ 23.00000″ N|MoTCA: (30° 06′ 23.00000″ N, 81° 05′ 09.00000″ E)|YOKAPAHAR
GYLA|Gyala||6363|Manaslu Himal (NNE of Larkya La on Tibetan border)|Y|84.5588889|28.7519444|84° 33′ 32.00000″ E|28° 45′ 07.00000″ N|MoTCA: (28° 45′ 07.00000″ N, 84° 33′ 32.00000″ E)|PERI
DOLM|Dolma Khang|Tseringma|6332|Rolwaling Himal (SE of Gaurishankar on Tibetan border)|Y|86.3502778|27.9372222|86° 21′ 01.00000″ E|27° 56′ 14.00000″ N|MoTCA: (27° 56′ 14.00000″ N, 86° 21′ 01.00000″ E)|ROLWALING
KAIP|Kaipuchonam||6329|Kanti Himal (WNW of Changdi on Tibetan border)|Y|82.7833333|29.7255556|82° 47′ 00.00000″ E|29° 43′ 32.00000″ N|MoTCA: (29° 43′ 32.00000″ N, 82° 47′ 00.00000″ E)|KANTI
LDNG|Langdung|Ripumutse|6326|Rolwaling Himal (WSW of Ripimo Shar on Tibetan border)|Y|86.4841667|27.9477778|86° 29′ 03.00000″ E|27° 56′ 52.00000″ N|MoTCA: (27° 56′ 52.00000″ N, 86° 29′ 03.00000″ E)|ROLWALING
DZA2|Dzanye II||6318|Janak Himal (S of Danzye Peak)|Y|88.0411111|27.9022222|88° 02′ 28.00000″ E|27° 54′ 08.00000″ N|MoTCA: (27° 54′ 08.00000″ N, 88° 02′ 28.00000″ E)|JANAK
PAMA|Pama Himal||6300|Shringi Himal (N of Chamar on Tibetan border)|Y|84.9511111|28.5802778|84° 57′ 04.00000″ E|28° 34′ 49.00000″ N|MoTCA: (28° 34′ 49.00000″ N, 84° 57′ 04.00000″ E)|SERANG
PERH|Peri Himal|Peri|6296|Peri Himal (SE of Cheo Himal on Tibetan border)|Y|85.7236111|28.3530556|85° 43′ 25.00000″ E|28° 21′ 11.00000″ N|MoTCA: (28° 21′ 11.00000″ N, 85° 43′ 25.00000″ E)|JUGAL
TAKL|Takla Kang|Takla Khang|6276|Kanti Himal (SSE of Kanti Himal peak on Tibetan border)|Y|82.6952778|29.7611111|82° 41′ 43.00000″ E|29° 45′ 40.00000″ N|MoTCA: (29° 45′ 40.00000″ N, 82° 41′ 43.00000″ E)|KANTI
KOGI|Kogi Khang North|Kogi Kang North|6275|Kanti Himal (ESE of Kanti Himal peak on Tibetan border)|Y|82.7391667|29.8144444|82° 44′ 21.00000″ E|29° 48′ 52.00000″ N|MoTCA: (29° 48′ 52.00000″ N, 82° 44′ 21.00000″ E)|KANTI
ASAJ|Asajya Tuppa||6265|Gorakh Himal (ENE of Simikot on Tibetan border)|Y|82.2797222|30.0625|82° 16′ 47.00000″ E|30° 03′ 45.00000″ N|MoTCA: (30° 03′ 45.00000″ N, 82° 16′ 47.00000″ E)|GORAKH
KOJS|Kojichuwa South|Kojichwa South|6264|Kanti Himal (SW of Kojichuwa Chuli on Tibetan border)|Y|82.6311111|29.8486111|82° 37′ 52.00000″ E|29° 50′ 55.00000″ N|MoTCA: (29° 50′ 55.00000″ N, 82° 37′ 52.00000″ E)|KANTI
PKAR|Pankar Himal||6264|Manaslu Himal (ENE of Samagaon on Tibetan border)|Y|84.7425|28.6163889|84° 44′ 33.00000″ E|28° 36′ 59.00000″ N|MoTCA: (28° 36′ 59.00000″ N, 84° 44′ 33.00000″ E)|KUTANG
SAUL|Saula||6235|Manaslu Himal (ENE of Samagaon on Tibetan border)|Y|84.7561111|28.6138889|84° 45′ 22.00000″ E|28° 36′ 50.00000″ N|MoTCA: (28° 36′ 50.00000″ N, 84° 45′ 22.00000″ E)|KUTANG
YARA|Yala Chuli|Yara Chuli|6236|Palchung Himal (SE of Changdi on Tibetan border)|Y|82.8288889|29.6894444|82° 49′ 44.00000″ E|29° 41′ 22.00000″ N|MoTCA: (29° 41′ 22.00000″ N, 82° 49′ 44.00000″ E)|PALCHUNGHAMGA
RHIM|Rhimbu||6210|Shringi Himal (S of Tobsar)|Y|85.0475|28.5594444|85° 02′ 51.00000″ E|28° 33′ 34.00000″ N|MoTCA: (28° 33′ 34.00000″ N, 85° 02′ 51.00000″ E)|SERANG
SANC|Sanctuary Peak||6207|Kanjiroba Himal (N of Kanjiroba North)|Y|82.6258333|29.4238889|82° 37′ 33.00000″ E|29° 25′ 26.00000″ N|MoTCA: (29° 25′ 26.00000″ N, 82° 37′ 33.00000″ E)|KANJIROBA
LASA|Lasa||6189|Byas Risi Himal (NNW of Nampa on Tibetan border)|Y|81.0841667|30.1358333|81° 05′ 03.00000″ E|30° 08′ 09.00000″ N|MoTCA: (30° 08′ 09.00000″ N, 81° 05′ 03.00000″ E)|YOKAPAHAR
PERI|Peri||6174|Langtang Himal (SE of Langtang Ri on Tibetan border)|Y|85.7236111|28.3530556|85° 43′ 25.00000″ E|28° 21′ 11.00000″ N|MoTCA: (28° 21′ 11.00000″ N, 85° 43′ 25.00000″ E)|JUGAL
DWIJ|Dwijen Himal||6169|Shringi Himal (NE of Ghap village on Tibetan border)|Y|84.9033333|28.5933333|84° 54′ 12.00000″ E|28° 35′ 36.00000″ N|MoTCA: (28° 35′ 36.00000″ N, 84° 54′ 12.00000″ E)|SERANG
JABR|Jabou Ri||6166|Rolwaling Himal (S of Tarkago)|Y|86.5152778|27.8538889|86° 30′ 55.00000″ E|27° 51′ 14.00000″ N|MoTCA: (27° 51′ 14.00000″ N, 86° 30′ 55.00000″ E)|ROLWALING
BEDG|Beding Go|Bedding Go|6125|Rolwaling Himal (N of Beding village on Tibetan border)|Y|86.3930556|27.9258333|86° 23′ 35.00000″ E|27° 55′ 33.00000″ N|MoTCA: (27° 55′ 33.00000″ N, 86° 23′ 35.00000″ E)|ROLWALING
TAKN|Takphu North||6142|Nalakankar Himal (on W Nepal/Tibetan border)|Y|81.4222222|30.3036111|81° 25′ 20.00000″ E|30° 18′ 13.00000″ N|MoTCA: (30° 18′ 13.00000″ N, 81° 25′ 20.00000″ E)|NALAKANKAR
BHUL|Bhulu Lhasa||6102|Kanjiroba Himal (NNW of Kanjiroba North)|Y|82.5994444|29.4413889|82° 35′ 58.00000″ E|29° 26′ 29.00000″ N|MoTCA: (29° 26′ 29.00000″ N, 82° 35′ 58.00000″ E)|KANJIROBA
LNAK|Lhonak|Rifil Peak|6070|Janak Himal (WNW of Drohmo)|Y|88.0572222|27.8319444|88° 03′ 26.00000″ E|27° 49′ 55.00000″ N|MoTCA: (27° 49′ 55.00000″ N, 88° 03′ 26.00000″ E)|JANAK
ROLM|Rolmi||6056|Shringi Himal (S of Tobsar)|Y|85.0502778|28.5677778|85° 03′ 01.00000″ E|28° 34′ 04.00000″ N|MoTCA: (28° 34′ 04.00000″ N, 85° 03′ 01.00000″ E)|SERANG
ACHN|Aichyn|Ashvin,Aychin|6055|Chandi Himal (SW of Changwathang)|Y|81.8597222|30.2708333|81° 51′ 35.00000″ E|30° 16′ 15.00000″ N|MoTCA: (30° 16′ 15.00000″ N, 81° 51′ 35.00000″ E)|NALAKANKAR
ARDN|Ardang||6034|Phupharka Himal (NW of Simikot)|Y|81.6233333|30.1988889|81° 37′ 24.00000″ E|30° 11′ 56.00000″ N|MoTCA: (30° 11′ 56.00000″ N, 81° 37′ 24.00000″ E)|NALAKANKAR
LUNG|Lungchhung||6043|Palchung Himal (NE of Kanjiroba on Tibetan border)|Y|83.1222222|29.6283333|83° 07′ 20.00000″ E|29° 37′ 42.00000″ N|MoTCA: (29° 37′ 42.00000″ N, 83° 07′ 20.00000″ E)|PALCHUNGHAMGA
KHNG|Khung||6024|Palchung Himal (NE of Kanjiroba on Tibetan border)|Y|83.1441667|29.6247222|83° 08′ 39.00000″ E|29° 37′ 29.00000″ N|MoTCA: (29° 37′ 29.00000″ N, 83° 08′ 39.00000″ E)|PALCHUNGHAMGA
CHND|Chandi Himal||6142|Chandi Himal (NE of Simikot on Tibetan border)|Y|81.9513889|30.3591667|81° 57′ 05.00000″ E|30° 21′ 33.00000″ N|MoTCA: (30° 21′ 33.00000″ N, 81° 57′ 05.00000″ E)|NALAKANKAR
KALI|Kali Himal|Chota Ri,Baruntse,Baruntse North|6985|Khumbu Himal (NW of Baruntse)|N|86.9796489|27.8720615|86° 58′ 46.73604″ E|27° 52′ 19.42140″ N|"OSM: (27° 52′ 19.42140″ N, 86° 58′ 46.73604″ E)
MoTCA: (27° 52′ 38.00000″ N, 86° 58′ 32.00000″ E)"|BARUN
DHEC|Dhechyan Khang||6019|Damodar Himal (ESE of Gaugiri on Tibetan border)|Y|84.2519444|29.0358333|84° 15′ 07.00000″ E|29° 02′ 09.00000″ N|MoTCA: (29° 02′ 09.00000″ N, 84° 15′ 07.00000″ E)|DAMODAR
EKRA|Ek Rate Danda|Ek Rate Dada|6213|Khumbu Himal (in Hongku Valley, S of Chamlang)|Y|87.005|27.7088889|87° 00′ 18.00000″ E|27° 42′ 32.00000″ N|MoTCA: (27° 42′ 32.00000″ N, 87° 00′ 18.00000″ E)|BARUN
GHYN|Ghyun Himal I||6110|Mustang Himal (N of Ghyun Khola on Tibetan border)|Y|83.7819444|29.2441667|83° 46′ 55.00000″ E|29° 14′ 39.00000″ N|MoTCA: (29° 14′ 39.00000″ N, 83° 46′ 55.00000″ E)|MUSTANG
GORH|Gorakh Himal||6198|Gorakh Himal (NE of Simikot on Tibetan border)|Y|82.2330556|30.065|82° 13′ 59.00000″ E|30° 03′ 54.00000″ N|MoTCA: (30° 03′ 54.00000″ N, 82° 13′ 59.00000″ E)|GORAKH
HONK|Hongku|Sura Peak,Honku,Hongu,Hongku Chuli Nup|6764|Khumbu Himal (in Hongku Valley, W of Hongku Chuli)|Y|86.9794444|27.8255556|86° 58′ 46.00000″ E|27° 49′ 32.00000″ N|MoTCA: (27° 49′ 32.00000″ N, 86° 58′ 46.00000″ E)|BARUN
KARK|Karko||6015|Saipal Himal (WNW of Saipal)|Y|81.2191667|29.9202778|81° 13′ 09.00000″ E|29° 55′ 13.00000″ N|MoTCA: (29° 55′ 13.00000″ N, 81° 13′ 09.00000″ E)|SAIPAL
KARS|Karsang Kang|UAAA Peak,Kesang Khang,Kharsang|6225|Damodar Himal (NE of Saribung)|Y|84.1694444|28.9333333|84° 10′ 10.00000″ E|28° 55′ 60.00000″ N|MoTCA: (28° 55′ 60.00000″ N, 84° 10′ 10.00000″ E)|DAMODAR
KHAY|Khayang||6186|Manaslu Himal (E of Samdo Peak on Tibetan border)|Y|84.7158333|28.6333333|84° 42′ 57.00000″ E|28° 38′ 00.00000″ N|MoTCA: (28° 38′ 00.00000″ N, 84° 42′ 57.00000″ E)|KUTANG
GYLZ|Gyalzen Peak|Gyaltsen Peak,Gyaltsen|6151|Jugal Himal (SE of Leonpo Gang on Tibetan border)|N|85.8384328|28.1836027|85° 50′ 18.35808″ E|28° 11′ 00.96972″ N|"OSM: (28° 11′ 00.96972″ N, 85° 50′ 18.35808″ E)
MoTCA: (28° 11′ 02.00000″ N, 85° 50′ 30.00000″ E)"|JUGAL
LSAM|Lungsampa|Lung Sampa,Lumsumna|6500|Khumbu Himal (S of Nangpai Gosum II)|Y|86.6613889|28.0527778|86° 39′ 41.00000″ E|28° 03′ 10.00000″ N|MoTCA: (28° 03′ 10.00000″ N, 86° 39′ 41.00000″ E)|KHUMBU
MERS|Mera South|Mera Peak|6064|Khumbu Himal (SW of Mera)|N|86.8686622|27.7098398|86° 52′ 07.18392″ E|27° 42′ 35.42328″ N|"OSM: (27° 42′ 35.42328″ N, 86° 52′ 07.18392″ E)
MoTCA: (27° 42′ 04.00000″ N, 86° 53′ 42.00000″ E)"|BARUN
PASH|Pashuwo|Pashubo|6177|Ganesh Himal (N of Lampo on Tibetan border)|Y|85.1683333|28.5319444|85° 10′ 06.00000″ E|28° 31′ 55.00000″ N|MoTCA: (28° 31′ 55.00000″ N, 85° 10′ 06.00000″ E)|GANESH
SATO|Sat Peak|Sato Peak|6164|Ohmi Kangri Himal (N of Sharphu range)|Y|87.9141667|27.7111111|87° 54′ 51.00000″ E|27° 42′ 40.00000″ N|MoTCA: (27° 42′ 40.00000″ N, 87° 54′ 51.00000″ E)|JANAK
TSKP|Tso Karpo||6518|Kanjiroba Himal (E of Kanjiroba, W of Tso Karpo Kang)|Y|82.7666667|29.3666667|82° 46′ 00.00000″ E|29° 22′ 00.00000″ N|MoTCA: (29° 22′ 00.00000″ N, 82° 46′ 00.00000″ E)|KANJIROBA
SPH2|Sharphu II|Tanga II|6328|Ohmi Kangri Himal (WNW of Kangchenjunga)|Y|87.9216667|27.7577778|87° 55′ 18.00000″ E|27° 45′ 28.00000″ N|MoTCA: (27° 45′ 28.00000″ N, 87° 55′ 18.00000″ E)|JANAK
SPH3|Sharphu III|Marson|6220|Ohmi Kangri Himal (WNW of Kangchenjunga)|Y|87.9072222|27.7305556|87° 54′ 26.00000″ E|27° 43′ 50.00000″ N|MoTCA: (27° 43′ 50.00000″ N, 87° 54′ 26.00000″ E)|JANAK
SPH4|Sharphu IV|Nupchu|6172|Ohmi Kangri Himal (WNW of Kangchenjunga)|Y|87.9202778|27.8152778|87° 55′ 13.00000″ E|27° 48′ 55.00000″ N|MoTCA: (27° 48′ 55.00000″ N, 87° 55′ 13.00000″ E)|JANAK
SPH5|Sharphu V|Tanga III|6158|Ohmi Kangri Himal (WNW of Kangchenjunga)|Y|87.92|27.7452778|87° 55′ 12.00000″ E|27° 44′ 43.00000″ N|MoTCA: (27° 44′ 43.00000″ N, 87° 55′ 12.00000″ E)|JANAK
SPH6|Sharphu VI||6076|Ohmi Kangri Himal (WNW of Kangchenjunga)|Y|87.9258333|27.7736111|87° 55′ 33.00000″ E|27° 46′ 25.00000″ N|MoTCA: (27° 46′ 25.00000″ N, 87° 55′ 33.00000″ E)|JANAK
MNSS|Mansail South|Manshail South|6248|Mustang Himal (S of Mansail on Tibetan border)|Y|83.8102778|29.2944444|83° 48′ 37.00000″ E|29° 17′ 40.00000″ N|MoTCA: (29° 17′ 40.00000″ N, 83° 48′ 37.00000″ E)|MUSTANG
GDNG|Gave Ding||6581|Changla Himal (N of Lachama Chuli on Tibetan border)|||||||CHANGLA
NGO3|Ngojumba Kang III|Ngozumpa Kang I,Ngojumba Khang II,Hillary Peak,Ngojumba Kang|7681|Khumbu Himal (NE of Cho Oyu on Tibetan border)|N|86.6850856|28.1068465|86° 41′ 06.30816″ E|28° 06′ 24.64740″ N|"OSM: (28° 06′ 24.64740″ N, 86° 41′ 06.30816″ E)
MoTCA: (28° 06′ 23.00000″ N, 86° 42′ 31.00000″ E)"|KHUMBU
KIMS|Kimshung|Kinshung,Tsangbu Ri|6781|Langtang Himal (NE of Langtang Lirung)|N|85.5538215|28.272896|85° 33′ 13.75740″ E|28° 16′ 22.42560″ N|OSM: (28° 16′ 22.42560″ N, 85° 33′ 13.75740″ E)|LANGTANG
PAWR|Pawar Central|Chaar Baatsa|6621|Pawar Himal (N of Larkya La)|||||||PERI
NGOR|Nagoru||6165|Peri Himal (NW of Himlung Himal)|||||||PERI
SALD|Saldim||6374|Makalu Himal (ENE of Shershon village on Tibetan border)|Y|87.1730556|27.8213889|87° 10′ 23.00000″ E|27° 49′ 17.00000″ N|MoTCA: (27° 49′ 17.00000″ N, 87° 10′ 23.00000″ E)|MAKALU
LANY|Langtang Yubra|Yubra Himal,Ubra|6048|Langtang Himal (ENE of Langtang Lirung)|N|85.5735866|28.2688317|85° 34′ 24.91176″ E|28° 16′ 07.79412″ N|"OSM: (28° 16′ 07.79412″ N, 85° 34′ 24.91176″ E)
MoTCA: (28° 16′ 28.00000″ N, 85° 34′ 04.00000″ E)"|LANGTANG
LARK|Larkya Peak|Granite Peak,Naike Peak|6416|Manaslu Himal (N of Manaslu North)|Y|84.545|28.6269444|84° 32′ 42.00000″ E|28° 37′ 37.00000″ N|MoTCA: (28° 37′ 37.00000″ N, 84° 32′ 42.00000″ E)|MANASLU
NUPW|Nuptse West II|Nuptse II,Nuptse Nup II,Nuptse|7732|Khumbu Himal (NW of Nuptse main summit)|N|86.8903249|27.9658595|86° 53′ 25.16964″ E|27° 57′ 57.09420″ N|"OSM: (27° 57′ 57.09420″ N, 86° 53′ 25.16964″ E)
MoTCA: (27° 58′ 01.00000″ N, 86° 53′ 22.00000″ E)"|KHUMBU
TENE|Tengi Ragi Tau East|Tengi Ragi Tau,Agole|6675|Rolwaling Himal (N of Tesi Laptsa)|Y|86.5563889|27.8572222|86° 33′ 23.00000″ E|27° 51′ 26.00000″ N|MoTCA: (27° 51′ 26.00000″ N, 86° 33′ 23.00000″ E)|ROLWALING
NILE|Nilgiri East|Nilgiri Central,Nilgiri South|6698|Annapurna-Nilgiri Himal (NNW of Annapurna I)|N|83.7296456|28.6541082|83° 43′ 46.72416″ E|28° 39′ 14.78952″ N|"OSM: (28° 39′ 14.78952″ N, 83° 43′ 46.72416″ E)
MoTCA: (28° 40′ 42.00000″ N, 83° 42′ 31.00000″ E)"|ANNAPURNA
PEMR|Pemthang Ri|Pem Thang Karpo Ri|6743|Jugal Himal (N of Pemthang Karpo Ri on Tibetan border)|N|85.736021|28.2992576|85° 44′ 09.67560″ E|28° 17′ 57.32736″ N|"OSM: (28° 17′ 57.32736″ N, 85° 44′ 09.67560″ E)
MoTCA: (28° 14′ 57.00000″ N, 85° 45′ 02.00000″ E)"|JUGAL
FUTI|Futi Himal||6425|Damodar Himal (W of Bhrikuti)|||||||DAMODAR
SANB|Sano Bhrikuti|Bhrikuti|6328|Damodar Himal (ENE of Bhrikuti)|Y|84.1475|28.9188889|84° 08′ 51.00000″ E|28° 55′ 08.00000″ N|MoTCA: (28° 55′ 08.00000″ N, 84° 08′ 51.00000″ E)|DAMODAR
SANK|Sano Kailash||6452||||||||DAMODAR
